"Border Guard Post","Border crossing","Type of border crossing","Border Guard Unit","Date","Direction to / from Poland","Citizenship (code)","UE / Schengen","Number of persons (checked-in)","Number of people (evacuated)"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","RU","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","LV","UE","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","LT","UE","5","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","UA","0","1258","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","GB","0","3","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","MD","0","15","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","EE","UE","29","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","FI","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","RO","UE","5","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","DE","UE","5","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","GE","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","BY","0","4","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","PT","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","TR","0","3","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","DK","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","HU","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","ES","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","LV","UE","22","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","RU","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","departure from Poland","BG","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","LT","UE","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","UA","0","4015","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","MD","0","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","RO","UE","31","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","CZ","UE","8","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","RS","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","CA","0","7","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","GE","0","6","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","PT","UE","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","HU","UE","10","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","BG","UE","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","DE","UE","18","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","AZ","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","BY","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","HR","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","IE","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","FR","0","9","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","US","0","6","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","arrival in Poland","RU","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","UA","0","2552","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","IL","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","RO","UE","80","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","CZ","UE","11","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","MD","0","27","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","GB","0","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","LV","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","ES","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","LT","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","SK","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","PT","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","GE","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","FR","0","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","BG","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","GR","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","BY","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","DE","UE","24","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","BE","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","RU","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","DK","UE","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-20","departure from Poland","US","0","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","US","0","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","BE","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","GB","0","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","UA","0","412","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","CR","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","AT","UE","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","BY","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","RU","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","MN","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","MD","0","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","IT","UE","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","arrival in Poland","BR","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","departure from Poland","TR","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","departure from Poland","UA","0","156","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","departure from Poland","GB","0","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-20","departure from Poland","BY","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","NN","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","DE","UE","9","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","EC","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","UA","0","4617","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","AU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","MD","0","16","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","XB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","IT","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","PT","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","ZZ","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","RO","UE","41","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","RU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","SK","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","US","0","6","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","LV","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","CZ","UE","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","GE","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","ES","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","arrival in Poland","HU","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","MD","0","34","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","AT","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","PT","UE","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","RU","0","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","BG","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","IT","UE","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","AU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","TR","0","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","NL","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","AM","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","UA","0","2817","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","CZ","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","LT","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","ES","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","DE","UE","12","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","GB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","BE","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","US","0","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-20","departure from Poland","RO","UE","66","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","arrival in Poland","GE","0","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","arrival in Poland","CZ","UE","7","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","arrival in Poland","UA","0","335","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","arrival in Poland","GB","0","2","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","arrival in Poland","DE","UE","2","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","departure from Poland","CZ","UE","2","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-20","departure from Poland","UA","0","109","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","FR","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","LV","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","RU","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","LT","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","IE","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","DE","UE","12","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","GE","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","TR","0","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","UA","0","1463","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","CZ","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","US","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","HU","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","arrival in Poland","RO","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","AT","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","SK","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","DE","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","PT","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","MD","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","HU","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","RO","UE","4","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-20","departure from Poland","UA","0","391","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","arrival in Poland","RU","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","arrival in Poland","DE","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","260","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","arrival in Poland","SK","UE","3","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","MD","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","LT","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","SK","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","DE","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","NN","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-20","departure from Poland","UA","0","180","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","DE","UE","8","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","TR","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","RS","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","UA","0","1999","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","LT","UE","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","MD","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","RO","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","CZ","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","NN","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","BE","UE","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","CM","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","BG","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","FR","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","GE","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","SE","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","BY","0","23","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","RU","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","SK","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","LV","UE","6","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","arrival in Poland","NL","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","HU","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","UA","0","1570","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","BE","UE","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","BY","0","12","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","DE","UE","11","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","RO","UE","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","MD","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","IT","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","PT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","BG","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","NN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","GE","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-21","departure from Poland","AZ","0","2","0"
